timestamp,machine_id,failure,val1,val2,val3,val4,field7,val5,val6,val7
2020-03-19 00:00:00,Y10111,0,19159731,180,10143,469,12,0,3,66.2
2020-03-19 00:02:00,Y10111,0,69087061,330,11317,504,9,0,2,8.1
2020-03-19 00:04:00,Y10111,0,102308329,225,8343,362,9,2,2,61.3
2020-03-19 00:06:00,Y10111,0,46167655,23,8689,211,9,1,1,35.1
2020-03-19 00:08:00,Y10111,0,31823272,284,4454,195,10,2,4,64.6
2020-03-19 00:10:00,Y10111,0,54533151,355,1797,329,9,2,2,25.7
2020-03-19 00:12:00,Y10111,0,57500433,144,10229,209,9,0,4,53.0
2020-03-19 00:14:00,Y10111,0,41104937,176,21719,378,9,3,2,44.8
2020-03-19 00:16:00,Y10111,0,100406374,212,15841,449,9,0,1,55.0
2020-03-19 00:18:00,Y10111,0,37797700,302,10670,49,11,1,1,12.0
2020-03-19 00:20:00,Y10111,0,16541519,155,4118,139,10,1,4,38.5
2020-03-19 00:22:00,Y10111,0,103024805,227,12637,155,9,1,2,33.2
2020-03-19 00:24:00,Y10111,0,82427295,322,23103,497,9,1,2,53.0
2020-03-19 00:26:00,Y10111,0,47628921,155,15656,20,11,1,2,42.9
2020-03-19 00:28:00,Y10111,0,10421486,318,12085,81,12,1,2,34.3
2020-03-19 00:30:00,Y10111,0,60368241,295,10254,194,11,0,2,38.5
2020-03-19 00:32:00,Y10111,0,27942688,123,21027,189,12,0,0,9.9
2020-03-19 00:34:00,Y10111,0,94958361,242,6884,308,12,3,2,50.4
2020-03-19 00:36:00,Y10111,0,90528605,12,17311,334,12,3,0,5.6
2020-03-19 00:38:00,Y10111,0,91706978,116,18737,79,11,2,2,42.4
2020-03-19 00:40:00,Y10111,0,105185447,55,10395,109,12,3,1,13.5
2020-03-19 00:42:00,Y10111,0,91475102,339,11444,170,10,3,3,37.6
2020-03-19 00:44:00,Y10111,0,99917560,251,3866,291,12,1,0,69.5
2020-03-19 00:46:00,Y10111,0,38273950,118,11367,137,12,2,1,36.3
2020-03-19 00:48:00,Y10111,0,99068259,379,7423,313,9,2,1,44.1
2020-03-19 00:50:00,Y10111,0,40556111,64,2807,319,11,1,2,41.7
2020-03-19 00:52:00,Y10111,0,47585898,331,21171,278,10,1,0,61.9
2020-03-19 00:54:00,Y10111,0,25437589,87,3585,428,12,2,4,12.5
2020-03-19 00:56:00,Y10111,0,35507752,81,21205,128,11,1,0,62.2
2020-03-19 00:58:00,Y10111,0,13061314,255,11287,58,12,0,1,2.2
2020-03-19 01:00:00,Y10111,0,60140064,178,2416,77,9,2,2,45.6
2020-03-19 01:02:00,Y10111,0,27675530,297,15626,92,9,1,0,58.8
2020-03-19 01:04:00,Y10111,0,93054090,283,9412,437,9,0,4,0.7
2020-03-19 01:06:00,Y10111,0,93174641,268,23977,280,11,3,3,9.4
2020-03-19 01:08:00,Y10111,0,14960419,16,9738,364,12,0,0,16.9
2020-03-19 01:10:00,Y10111,0,34982699,298,5767,0,11,0,1,10.8
2020-03-19 01:12:00,Y10111,0,54835854,286,3099,242,11,3,0,47.1
2020-03-19 01:14:00,Y10111,0,38031874,202,4164,393,12,3,0,59.6
2020-03-19 01:16:00,Y10111,0,10262181,64,789,519,10,1,3,58.4
2020-03-19 01:18:00,Y10111,0,18759701,326,11736,14,11,3,1,48.5
2020-03-19 01:20:00,Y10111,0,65171548,80,8905,56,12,2,0,47.5
2020-03-19 01:22:00,Y10111,0,84156197,21,6304,51,12,3,1,20.6
2020-03-19 01:24:00,Y10111,0,44360833,312,7377,268,12,2,0,18.7
2020-03-19 01:26:00,Y10111,0,63842542,100,13339,101,12,0,0,45.7
2020-03-19 01:28:00,Y10111,0,71738114,333,4583,468,10,0,3,1.5
2020-03-19 01:30:00,Y10111,0,73965142,16,278,487,11,1,2,37.7
2020-03-19 01:32:00,Y10111,0,44874834,302,7483,271,9,0,0,2.1
2020-03-19 01:34:00,Y10111,0,27666061,338,19659,49,11,2,4,15.0
2020-03-19 01:36:00,Y10111,0,11555007,289,1220,362,12,3,4,20.5
2020-03-19 01:38:00,Y10111,0,49817987,260,6722,197,9,3,0,19.9
2020-03-19 01:40:00,Y10111,0,55575494,379,17801,305,10,2,1,22.1
2020-03-19 01:42:00,Y10111,0,97731064,74,10677,287,9,2,4,57.5
2020-03-19 01:44:00,Y10111,0,79410909,267,12874,23,10,1,2,44.3
2020-03-19 01:46:00,Y10111,0,89832136,116,8248,23,9,1,2,42.8
2020-03-19 01:48:00,Y10111,0,69702431,256,22623,89,9,3,0,7.1
2020-03-19 01:50:00,Y10111,0,41591373,362,10939,78,12,0,2,68.5
2020-03-19 01:52:00,Y10111,0,100866637,51,9881,56,12,2,3,0.8
2020-03-19 01:54:00,Y10111,0,41110980,135,2837,268,12,2,4,20.2
2020-03-19 01:56:00,Y10111,0,103937666,288,12065,8,11,3,0,54.9
2020-03-19 01:58:00,Y10111,0,74441316,21,12055,274,12,1,2,30.2
2020-03-19 02:00:00,Y10111,0,28033843,166,23226,108,10,2,3,9.5
2020-03-19 02:02:00,Y10111,0,73611705,17,19111,54,12,3,1,48.5
2020-03-19 02:04:00,Y10111,0,18686399,55,11742,64,12,1,2,29.7
2020-03-19 02:06:00,Y10111,0,97091088,249,6448,214,12,2,0,46.2
2020-03-19 02:08:00,Y10111,0,70859174,130,13579,276,10,1,3,54.4
2020-03-19 02:10:00,Y10111,0,94217888,225,19163,319,12,0,3,33.8
2020-03-19 02:12:00,Y10111,0,98027974,289,7106,28,10,1,4,34.2
2020-03-19 02:14:00,Y10111,0,24061845,296,11124,340,10,2,0,37.6
2020-03-19 02:16:00,Y10111,0,65171638,254,22117,465,10,1,4,18.7
2020-03-19 02:18:00,Y10111,0,67942144,8,8337,203,12,1,2,51.5
2020-03-19 02:20:00,Y10111,0,70611625,45,23986,239,12,1,3,59.2
2020-03-19 02:22:00,Y10111,0,35759183,311,21019,318,10,3,2,62.4
2020-03-19 02:24:00,Y10111,0,23108788,286,5387,349,10,3,0,27.7
2020-03-19 02:26:00,Y10111,0,36306062,343,7243,337,9,3,3,48.3
2020-03-19 02:28:00,Y10111,0,21586443,275,3582,221,10,2,3,69.3
2020-03-19 02:30:00,Y10111,0,22430754,342,20825,48,12,0,0,36.7
2020-03-19 02:32:00,Y10111,0,17824943,181,22987,409,12,1,1,38.7
2020-03-19 02:34:00,Y10111,0,71529884,190,10053,19,9,0,2,21.4
2020-03-19 02:36:00,Y10111,0,69506769,36,23126,380,12,3,3,68.3
2020-03-19 02:38:00,Y10111,0,10361930,6,3909,103,11,2,2,69.2
2020-03-19 02:40:00,Y10111,0,42831148,266,9349,407,12,0,0,30.9
2020-03-19 02:42:00,Y10111,0,60320760,58,10422,203,9,3,2,47.5
2020-03-19 02:44:00,Y10111,0,15144640,207,11666,149,10,2,0,52.8
2020-03-19 02:46:00,Y10111,0,15350762,181,4177,316,9,1,2,20.8
2020-03-19 02:48:00,Y10111,0,86950621,368,17150,415,9,1,0,46.3
2020-03-19 02:50:00,Y10111,0,93200763,264,4305,375,11,2,1,38.8
2020-03-19 02:52:00,Y10111,0,94125209,149,19725,380,12,3,2,15.5
2020-03-19 02:54:00,Y10111,0,72666753,330,11889,157,12,2,3,7.6
2020-03-19 02:56:00,Y10111,0,35012921,264,12847,142,10,2,1,12.9
2020-03-19 02:58:00,Y10111,0,46049261,331,21682,403,11,1,2,42.4
2020-03-19 03:00:00,Y10111,0,30877272,194,7111,490,11,1,4,68.2
2020-03-19 03:02:00,Y10111,0,12937814,323,13349,448,10,1,2,21.2
2020-03-19 03:04:00,Y10111,0,10160644,173,6138,413,9,2,3,45.7
2020-03-19 03:06:00,Y10111,0,64482677,292,8140,96,9,1,3,66.8
2020-03-19 03:08:00,Y10111,0,34234414,135,16858,71,12,2,3,16.3
2020-03-19 03:10:00,Y10111,0,17018370,120,17044,264,10,2,1,23.3
2020-03-19 03:12:00,Y10111,0,21109819,47,16051,124,10,1,4,64.5
2020-03-19 03:14:00,Y10111,0,61337599,352,7480,518,10,0,2,6.1
2020-03-19 03:16:00,Y10111,0,75407844,275,13733,473,12,1,2,1.9
2020-03-19 03:18:00,Y10111,0,98446965,22,16976,389,12,3,0,67.2
2020-03-19 03:20:00,Y10111,0,48049133,45,14546,346,9,3,1,27.5
2020-03-19 03:22:00,Y10111,0,60220339,0,24626,413,9,2,4,61.8
2020-03-19 03:24:00,Y10111,0,44921376,161,14697,7,9,3,0,60.7
2020-03-19 03:26:00,Y10111,0,51661462,245,4007,239,11,0,4,45.6
2020-03-19 03:28:00,Y10111,0,41441634,138,23663,366,9,0,4,29.3
2020-03-19 03:30:00,Y10111,0,23941172,66,12883,268,12,3,4,55.5
